Ngày,Khu vực,Tổng tin bán,Lượt xem khu vực,Tin cắt lỗ,% Cắt lỗ,Đăng hôm nay,% Hôm nay,Giá bán TB (tr/m²),% Tăng giá YoY
2026-03-13,Gia Lâm,807,1034,9,30.0,17,56.67,74.3,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,632,1556,1,4.17,8,33.33,83.0,56.0
2026-03-13,Đống Đa,544,8252,6,20.0,21,70.0,84.1,
2026-03-13,Hai Bà Trưng,422,5420,13,54.17,4,16.67,99.0,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,266,4752,3,12.5,9,37.5,160.3,
2026-03-13,Đông Anh,216,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,72,,1,5.0,8,40.0,65.9,
2026-03-13,Nam Từ Liêm,2553,4652,6,20.0,13,43.33,90.1,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1863,5821,0,,6,20.0,71.1,
2026-03-13,Hoàng Mai,1643,6074,1,3.33,15,50.0,78.8,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,968,2873,7,23.33,12,40.0,96.5,
2026-03-13,Gia Lâm,807,1034,9,30.0,18,60.0,74.2,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,633,1556,1,4.17,8,33.33,83.0,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,422,5420,13,54.17,5,20.83,99.0,
2026-03-13,Thanh Trì,433,1511,4,16.0,6,24.0,77.1,46.0
2026-03-13,Ba Đình,265,4752,3,12.5,9,37.5,161.9,
2026-03-13,Đông Anh,216,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2564,4652,6,20.0,13,43.33,91.3,35.0
2026-03-13,Cầu Giấy,1979,10487,3,10.0,16,53.33,110.9,45.0
2026-03-13,Hà Đông,1867,5821,0,,6,20.0,71.1,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1061,3133,1,3.45,5,17.24,128.5,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,807,1034,10,33.33,18,60.0,74.3,
2026-03-13,Long Biên,713,4879,0,,8,33.33,84.7,
2026-03-13,Hoài Đức,638,1556,1,4.17,8,33.33,83.0,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,424,5420,12,50.0,6,25.0,99.0,
2026-03-13,Thanh Trì,432,1511,4,16.0,6,24.0,77.1,46.0
2026-03-13,Ba Đình,269,4752,4,16.67,9,37.5,161.1,
2026-03-13,Đông Anh,217,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1870,5821,0,,6,20.0,71.1,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,1396,6277,6,20.0,9,30.0,99.1,
2026-03-13,Tây Hồ,1066,3133,1,3.45,7,24.14,129.7,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,810,1034,10,33.33,18,60.0,74.3,
2026-03-13,Long Biên,713,4879,0,,8,33.33,84.7,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,545,8252,5,16.67,22,73.33,89.4,
2026-03-13,Hai Bà Trưng,427,5420,12,50.0,6,25.0,99.0,
2026-03-13,Thanh Trì,432,1511,4,16.0,6,24.0,77.1,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,217,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,71,,1,5.0,8,40.0,65.9,
2026-03-13,Nam Từ Liêm,2582,4652,6,20.0,15,50.0,95.2,35.0
2026-03-13,Cầu Giấy,1991,10487,4,13.33,17,56.67,109.5,45.0
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1064,3133,1,3.45,7,24.14,129.7,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,812,1034,9,30.0,18,60.0,75.0,
2026-03-13,Long Biên,715,4879,0,,8,33.33,84.7,
2026-03-13,Hoài Đức,637,1556,1,4.17,8,33.33,83.0,56.0
2026-03-13,Đống Đa,545,8252,6,20.0,22,73.33,83.4,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,270,4752,3,12.5,9,37.5,158.8,
2026-03-13,Đông Anh,216,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2582,4652,5,16.67,15,50.0,95.7,35.0
2026-03-13,Cầu Giấy,1992,10487,5,16.67,17,56.67,109.0,45.0
2026-03-13,Hà Đông,1881,5821,0,,7,23.33,71.8,
2026-03-13,Hoàng Mai,1646,6074,3,10.0,16,53.33,80.6,50.0
2026-03-13,Thanh Xuân,1402,6277,6,20.0,9,30.0,99.1,
2026-03-13,Tây Hồ,1065,3133,1,3.45,7,24.14,129.7,
2026-03-13,Bắc Từ Liêm,970,2873,7,23.33,13,43.33,96.9,
2026-03-13,Gia Lâm,813,1034,9,30.0,18,60.0,74.5,
2026-03-13,Long Biên,716,4879,0,,8,33.33,84.7,
2026-03-13,Hoài Đức,637,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,545,8252,6,20.0,22,73.33,87.3,
2026-03-13,Hai Bà Trưng,429,5420,12,50.0,8,33.33,99.8,
2026-03-13,Thanh Trì,433,1511,4,16.0,6,24.0,77.1,46.0
2026-03-13,Ba Đình,269,4752,3,12.5,9,37.5,158.8,
2026-03-13,Đông Anh,216,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,71,,2,10.0,10,50.0,66.5,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,1993,10487,5,16.67,17,56.67,109.0,45.0
2026-03-13,Hà Đông,1882,5821,0,,7,23.33,71.8,
2026-03-13,Hoàng Mai,1646,6074,3,10.0,16,53.33,80.6,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,631,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,544,8252,6,20.0,22,73.33,86.1,
2026-03-13,Hai Bà Trưng,431,5420,12,50.0,9,37.5,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,6,24.0,77.1,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,216,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,71,,2,10.0,10,50.0,66.5,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,1405,6277,6,20.0,11,36.67,99.1,
2026-03-13,Tây Hồ,1061,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,815,1034,10,33.33,19,63.33,73.9,
2026-03-13,Long Biên,716,4879,0,,8,33.33,84.7,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,543,8252,8,26.67,22,73.33,90.9,
2026-03-13,Hai Bà Trưng,432,5420,12,50.0,9,37.5,101.1,
2026-03-13,Thanh Trì,432,1511,4,16.0,6,24.0,77.1,46.0
2026-03-13,Ba Đình,271,4752,3,12.5,9,37.5,147.6,
2026-03-13,Đông Anh,217,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,71,,2,10.0,10,50.0,66.5,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,1642,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,1400,6277,6,20.0,11,36.67,99.1,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,963,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,816,1034,10,33.33,20,66.67,74.0,
2026-03-13,Long Biên,710,4879,0,,8,33.33,84.5,
2026-03-13,Hoài Đức,626,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,216,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,71,,2,10.0,10,50.0,66.5,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,962,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,813,1034,10,33.33,20,66.67,74.3,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,626,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,544,8252,6,20.0,22,73.33,96.7,
2026-03-13,Hai Bà Trưng,429,5420,12,50.0,9,37.5,101.1,
2026-03-13,Thanh Trì,436,1511,4,16.0,6,24.0,77.1,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,216,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,71,,2,10.0,10,50.0,66.5,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,1983,10487,4,13.33,18,60.0,111.3,45.0
2026-03-13,Hà Đông,1867,5821,1,3.33,8,26.67,71.8,
2026-03-13,Hoàng Mai,1641,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1054,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,960,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,812,1034,10,33.33,20,66.67,74.3,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,626,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,542,8252,5,16.67,22,73.33,89.9,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,215,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,71,,2,10.0,10,50.0,66.5,
2026-03-13,Nam Từ Liêm,2558,4652,7,23.33,16,53.33,91.8,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1862,5821,1,3.33,8,26.67,71.8,
2026-03-13,Hoàng Mai,1637,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,955,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,699,4879,0,,8,33.33,84.5,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,426,5420,12,50.0,9,37.5,101.1,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,270,4752,4,16.67,9,37.5,167.6,
2026-03-13,Đông Anh,213,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,68,,2,10.0,10,50.0,63.9,
2026-03-13,Nam Từ Liêm,2552,4652,9,30.0,16,53.33,91.3,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1857,5821,1,3.33,8,26.67,71.8,
2026-03-13,Hoàng Mai,1632,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1044,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,951,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,698,4879,0,,8,33.33,84.5,
2026-03-13,Hoài Đức,623,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,540,8252,4,13.33,22,73.33,77.5,
2026-03-13,Hai Bà Trưng,424,5420,12,50.0,10,41.67,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2549,4652,7,23.33,16,53.33,91.4,35.0
2026-03-13,Cầu Giấy,1976,10487,4,13.33,18,60.0,111.3,45.0
2026-03-13,Hà Đông,1853,5821,1,3.33,8,26.67,71.8,
2026-03-13,Hoàng Mai,1632,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,1370,6277,6,20.0,11,36.67,99.1,
2026-03-13,Tây Hồ,1040,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,950,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,813,1034,9,30.0,20,66.67,75.0,
2026-03-13,Long Biên,698,4879,0,,8,33.33,84.5,
2026-03-13,Hoài Đức,625,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,541,8252,3,10.0,22,73.33,69.2,
2026-03-13,Hai Bà Trưng,423,5420,12,50.0,10,41.67,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,269,4752,4,16.67,9,37.5,167.6,
2026-03-13,Đông Anh,214,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,68,,2,10.0,10,50.0,63.9,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,1629,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,1368,6277,6,20.0,11,36.67,99.1,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,950,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,812,1034,9,30.0,20,66.67,75.0,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,424,5420,12,50.0,10,41.67,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,68,,3,15.0,12,60.0,64.3,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1854,5821,1,3.33,8,26.67,71.8,
2026-03-13,Hoàng Mai,1630,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1042,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,951,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,813,1034,9,30.0,20,66.67,73.7,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,541,8252,2,6.67,22,73.33,71.1,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,268,4752,3,12.5,9,37.5,156.1,
2026-03-13,Đông Anh,214,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,68,,3,15.0,12,60.0,64.3,
2026-03-13,Nam Từ Liêm,2550,4652,8,26.67,17,56.67,93.4,35.0
2026-03-13,Cầu Giấy,1975,10487,4,13.33,20,66.67,112.8,45.0
2026-03-13,Hà Đông,1853,5821,1,3.33,8,26.67,71.8,
2026-03-13,Hoàng Mai,1631,6074,3,10.0,16,53.33,81.3,50.0
2026-03-13,Thanh Xuân,1372,6277,6,20.0,11,36.67,99.1,
2026-03-13,Tây Hồ,1043,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,951,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,812,1034,9,30.0,20,66.67,74.3,
2026-03-13,Long Biên,695,4879,0,,8,33.33,84.5,
2026-03-13,Hoài Đức,623,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,539,8252,2,6.67,22,73.33,71.1,
2026-03-13,Hai Bà Trưng,428,5420,12,50.0,10,41.67,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,270,4752,3,12.5,9,37.5,136.4,
2026-03-13,Đông Anh,215,1504,2,9.52,3,14.29,102.1,
2026-03-13,Đan Phượng,68,,3,15.0,13,65.0,64.3,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1851,5821,1,3.33,8,26.67,71.8,
2026-03-13,Hoàng Mai,1632,6074,4,13.33,17,56.67,81.1,50.0
2026-03-13,Thanh Xuân,1371,6277,6,20.0,11,36.67,99.1,
2026-03-13,Tây Hồ,1043,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,812,1034,9,30.0,20,66.67,74.3,
2026-03-13,Long Biên,695,4879,1,4.17,9,37.5,85.2,
2026-03-13,Hoài Đức,623,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,539,8252,4,13.33,22,73.33,78.4,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,68,,3,15.0,13,65.0,64.3,
2026-03-13,Nam Từ Liêm,2554,4652,7,23.33,17,56.67,93.7,35.0
2026-03-13,Cầu Giấy,1976,10487,4,13.33,20,66.67,112.8,45.0
2026-03-13,Hà Đông,1851,5821,0,,8,26.67,71.4,
2026-03-13,Hoàng Mai,1637,6074,4,13.33,17,56.67,81.1,50.0
2026-03-13,Thanh Xuân,1373,6277,6,20.0,11,36.67,99.1,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,951,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,695,4879,1,4.17,9,37.5,85.2,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,428,5420,12,50.0,10,41.67,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,216,1504,2,9.52,3,14.29,102.1,
2026-03-13,Đan Phượng,68,,3,15.0,13,65.0,64.3,
2026-03-13,Nam Từ Liêm,2551,4652,7,23.33,17,56.67,93.5,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1851,5821,0,,8,26.67,71.4,
2026-03-13,Hoàng Mai,1639,6074,4,13.33,17,56.67,81.1,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,955,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,539,8252,4,13.33,22,73.33,84.8,
2026-03-13,Hai Bà Trưng,428,5420,12,50.0,10,41.67,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,216,1504,2,9.52,3,14.29,102.1,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2553,4652,7,23.33,17,56.67,92.7,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1852,5821,0,,8,26.67,72.0,
2026-03-13,Hoàng Mai,1640,6074,4,13.33,17,56.67,81.1,50.0
2026-03-13,Thanh Xuân,1373,6277,6,20.0,12,40.0,99.1,
2026-03-13,Tây Hồ,1045,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,697,4879,1,4.17,9,37.5,85.2,
2026-03-13,Hoài Đức,621,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,429,5420,12,50.0,10,41.67,101.1,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,272,4752,2,8.33,9,37.5,144.9,
2026-03-13,Đông Anh,216,1504,2,9.52,3,14.29,102.1,
2026-03-13,Đan Phượng,68,,3,15.0,13,65.0,64.3,
2026-03-13,Nam Từ Liêm,2551,4652,6,20.0,17,56.67,95.2,35.0
2026-03-13,Cầu Giấy,1980,10487,4,13.33,20,66.67,112.8,45.0
2026-03-13,Hà Đông,1853,5821,0,,8,26.67,72.0,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1044,3133,1,3.45,8,27.59,128.5,
2026-03-13,Bắc Từ Liêm,953,2873,7,23.33,13,43.33,97.5,
2026-03-13,Gia Lâm,804,1034,9,30.0,20,66.67,74.3,
2026-03-13,Long Biên,696,4879,1,4.17,9,37.5,85.2,
2026-03-13,Hoài Đức,621,1556,1,4.17,8,33.33,82.0,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,433,1511,4,16.0,8,32.0,76.9,46.0
2026-03-13,Ba Đình,272,4752,2,8.33,9,37.5,144.9,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,68,,3,15.0,13,65.0,64.3,
2026-03-14,Nam Từ Liêm,2468,3835,7,23.33,16,53.33,94.9,35.0
2026-03-14,Cầu Giấy,1894,9188,6,20.0,12,40.0,110.6,45.0
2026-03-14,Hà Đông,1748,4884,0,,11,36.67,75.5,
2026-03-14,Hoàng Mai,0,,0,,0,,,
2026-03-14,Thanh Xuân,1311,5639,5,16.67,11,36.67,98.3,
2026-03-14,Tây Hồ,1000,2746,1,3.33,6,20.0,132.6,
2026-03-14,Bắc Từ Liêm,0,,0,,0,,,
2026-03-14,Gia Lâm,782,,7,23.33,15,50.0,72.7,
2026-03-14,Long Biên,689,4111,1,4.17,5,20.83,86.8,
2026-03-14,Hoài Đức,0,,0,,0,,,
2026-03-14,Đống Đa,511,7628,4,13.33,23,76.67,82.7,
2026-03-14,Hai Bà Trưng,0,,0,,0,,,
2026-03-14,Thanh Trì,438,1256,4,15.38,6,23.08,77.6,46.0
2026-03-14,Ba Đình,272,4367,4,18.18,9,40.91,147.1,
2026-03-14,Đông Anh,216,1398,3,14.29,1,4.76,103.3,
2026-03-14,Đan Phượng,65,,3,15.0,5,25.0,66.6,
2026-03-14,Nam Từ Liêm,0,,0,,0,,,
2026-03-14,Cầu Giấy,1900,9188,6,20.0,13,43.33,110.0,45.0
2026-03-14,Hà Đông,1750,4884,0,,11,36.67,75.5,
2026-03-14,Hoàng Mai,1619,5380,6,20.0,19,63.33,80.3,50.0
2026-03-14,Thanh Xuân,1316,5639,5,16.67,11,36.67,98.3,
2026-03-14,Tây Hồ,998,2746,1,3.33,6,20.0,132.6,
2026-03-14,Bắc Từ Liêm,0,,0,,0,,,
2026-03-14,Gia Lâm,0,,0,,0,,,
2026-03-14,Long Biên,690,4111,1,4.17,5,20.83,86.8,
2026-03-14,Hoài Đức,602,1327,1,4.35,3,13.04,84.0,56.0
2026-03-14,Đống Đa,0,,0,,0,,,
2026-03-14,Hai Bà Trưng,0,,0,,0,,,
2026-03-14,Thanh Trì,0,,0,,0,,,
2026-03-14,Ba Đình,272,4367,3,13.64,9,40.91,149.7,
2026-03-14,Đông Anh,215,1398,3,14.29,1,4.76,103.3,
2026-03-14,Đan Phượng,0,,0,,0,,,
2026-03-15,Nam Từ Liêm,0,,0,,0,,,
2026-03-15,Cầu Giấy,1895,8321,6,20.0,7,23.33,110.0,45.0
2026-03-15,Hà Đông,1773,4273,1,3.33,5,16.67,75.2,
2026-03-15,Hoàng Mai,1614,4734,5,16.67,7,23.33,80.5,50.0
2026-03-15,Thanh Xuân,0,,0,,0,,,
2026-03-15,Tây Hồ,962,2449,0,,7,23.33,147.3,
2026-03-15,Bắc Từ Liêm,888,2254,7,23.33,8,26.67,97.2,
2026-03-15,Gia Lâm,0,,0,,0,,,
2026-03-15,Long Biên,0,,0,,0,,,
2026-03-15,Hoài Đức,588,1091,2,8.7,5,21.74,83.0,56.0
2026-03-15,Đống Đa,495,7117,6,20.0,20,66.67,85.0,
2026-03-15,Hai Bà Trưng,416,4562,11,47.83,1,4.35,102.9,
2026-03-15,Thanh Trì,0,,0,,0,,,
2026-03-15,Ba Đình,271,4060,2,9.09,6,27.27,161.5,
2026-03-15,Đông Anh,0,,0,,0,,,
2026-03-15,Đan Phượng,67,,4,20.0,3,15.0,64.5,
2026-03-15,Nam Từ Liêm,2435,3330,7,23.33,9,30.0,93.2,35.0
2026-03-15,Cầu Giấy,0,,0,,0,,,
2026-03-15,Hà Đông,0,,0,,0,,,
2026-03-15,Hoàng Mai,1614,4734,5,16.67,7,23.33,80.5,50.0
2026-03-15,Thanh Xuân,0,,0,,0,,,
2026-03-15,Tây Hồ,0,,0,,0,,,
2026-03-15,Bắc Từ Liêm,0,,0,,0,,,
2026-03-15,Gia Lâm,0,,0,,0,,,
2026-03-15,Long Biên,690,3574,2,8.33,7,29.17,89.2,
2026-03-15,Hoài Đức,0,,0,,0,,,
2026-03-15,Đống Đa,0,,0,,0,,,
2026-03-15,Hai Bà Trưng,416,4562,11,47.83,1,4.35,102.9,
2026-03-15,Thanh Trì,431,1098,4,15.38,3,11.54,78.3,46.0
2026-03-15,Ba Đình,0,,0,,0,,,
