Ngày,Khu vực,Tổng tin,Tổng views,Views/Tin,Cycle,Heat Score,MFV,MFSI,Cung-Cầu,Giá gap (%),Giá (tr/m²),Cắt lỗ (%),YoY (%)
2026-03-13,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-13,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,8.7,99.2,13.33,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,42.0,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-19.6,73.4,26.67,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,57.9,1.34,-10.6,81.6,4.17,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,544,7562,13.9,56,494.0,81.3,57,2.78,-14.7,77.8,16.67,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,13.2,103.3,14.29,32.5
2026-03-13,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-21.4,71.7,5.0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,2512,4522,1.8,30.0,145.0,50.9,29.7,0.36,1.0,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-13,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-19.8,74.1,3.33,18.3
2026-03-13,Hoàng Mai,1620,5832,3.6,57.0,375.0,84.5,64.1,0.72,-15.7,77.9,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,6.2,98.1,20.0,15.0
2026-03-13,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-20.5,73.4,26.67,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,57.9,1.34,-11.7,81.6,4.17,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,82.8,168.8,12.5,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-22.4,71.7,5.0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-13,Cầu Giấy,1963,10011,5.1,40.0,325.0,109.6,24.6,1.02,21.7,110.7,10.0,9.5
2026-03-13,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-18.6,74.1,3.33,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1377,5921,4.3,40.0,248.0,65.1,33.5,0.86,9.0,99.2,13.33,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,7.8,98.1,20.0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,57.9,1.34,-10.3,81.6,4.17,28.0
2026-03-13,Hoài Đức,635,1524,2.4,53.0,238.0,20.4,51.4,0.48,-10.0,81.9,4.17,34.0
2026-03-13,Đống Đa,546,7535,13.8,56,500.0,81.0,57,2.76,-10.1,81.8,13.33,7.5
2026-03-13,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,12.3,102.2,50.0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,13.5,103.3,14.29,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,418,1463,3.5,51.0,294.0,21.1,59.2,0.7,-15.4,77.0,8.0,44.1
2026-03-13,Nam Từ Liêm,2513,4523,1.8,30.0,145.0,50.9,29.7,0.36,0.5,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1964,10016,5.1,40.0,333.0,109.7,28.0,1.02,18.9,110.4,6.67,9.5
2026-03-13,Hà Đông,1872,5616,3.0,45.0,258.0,66.4,63.2,0.6,-20.2,74.1,3.33,18.3
2026-03-13,Hoàng Mai,1628,5861,3.6,57.0,375.0,84.9,64.1,0.72,-15.9,78.1,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1062,2974,2.8,37.0,187.0,32.2,27.9,0.56,39.6,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,547,7549,13.8,60,509.0,81.1,57,2.76,-2.7,90.3,10.0,7.5
2026-03-13,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,10.1,102.2,50.0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,206,1421,6.9,61.0,349.0,18.8,37.4,1.38,11.3,103.3,14.29,32.5
2026-03-13,Đan Phượng,67,188,2.8,54.0,279.0,2.8,61.2,0.56,-25.3,69.4,5.0,50.0
2026-03-13,Thanh Trì,420,1470,3.5,51.0,294.0,21.2,59.2,0.7,-16.2,77.8,8.0,44.1
2026-03-13,Nam Từ Liêm,2524,4543,1.8,30.0,146.0,51.1,44.7,0.36,-3.7,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1969,9845,5.0,40.0,328.0,107.8,37.8,1.0,13.8,110.2,6.67,9.5
2026-03-13,Hà Đông,1877,5631,3.0,53.0,267.0,66.6,66.5,0.6,-23.5,74.1,0,18.3
2026-03-13,Hoàng Mai,1628,5861,3.6,57.0,375.0,84.9,64.1,0.72,-19.4,78.1,3.33,44.9
2026-03-13,Thanh Xuân,1380,5796,4.2,40.0,243.0,63.8,33.3,0.84,2.4,99.2,13.33,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,33.8,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,965,2798,2.9,35.0,169.0,32.2,31.4,0.58,1.3,98.1,20.0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,67.9,1.34,-15.7,81.6,4.17,28.0
2026-03-13,Hoài Đức,635,1524,2.4,53.0,238.0,20.4,61.4,0.48,-15.4,81.9,4.17,34.0
2026-03-13,Đống Đa,548,7562,13.8,60,509.0,81.3,57,2.76,-8.6,88.5,10.0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,278,4365,15.7,56,464.0,46.3,32,3.14,83.4,177.6,20.83,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,67,188,2.8,54.0,279.0,2.8,61.2,0.56,-28.3,69.4,5.0,50.0
2026-03-13,Thanh Trì,422,1477,3.5,47.0,284.0,21.3,57.2,0.7,-20.2,77.3,12.0,44.1
2026-03-13,Nam Từ Liêm,2530,4554,1.8,30.0,146.0,51.2,44.7,0.36,-14.3,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1976,9880,5.0,40.0,320.0,108.2,34.5,1.0,1.0,110.0,10.0,9.5
2026-03-13,Hà Đông,1879,5637,3.0,53.0,267.0,66.7,76.5,0.6,-32.0,74.1,0,18.3
2026-03-13,Hoàng Mai,1631,5872,3.6,57.0,375.0,85.1,64.1,0.72,-28.3,78.1,3.33,44.9
2026-03-13,Thanh Xuân,1381,5800,4.2,40.0,235.0,63.8,48.3,0.84,-9.3,98.8,16.67,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,19.0,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,279,4352,15.6,56,464.0,46.1,32,3.12,64.0,178.6,20.83,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
